system:index,intervalType,mean_NDVI,time,year,.geo
71,Q1,-0.2636956527615868,1009843200000,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,Q2,-0.313288070087347,1017619200000,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,Q2,-0.2984283453550249,1049155200000,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,Q3,-0.17693315547138058,1057017600000,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,Q4,-0.1980960792301097,1064966400000,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,Q1,-0.2790803296732221,1072915200000,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,Q2,-0.2533169226954194,1080777600000,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,Q3,-0.23786468833703253,1088640000000,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,Q4,-0.32936120417195197,1096588800000,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,Q1,-0.33494574824361734,1104537600000,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,Q2,-0.2817628259845065,1112313600000,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,Q3,-0.25785031071164877,1120176000000,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,Q4,-0.2188528819490164,1128124800000,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,Q1,-0.5080159843502627,1136073600000,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,Q2,-0.2583216908279193,1143849600000,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,Q3,-0.26281526431691865,1151712000000,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,Q4,-0.22666170512330133,1159660800000,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,Q1,-0.1928777811999508,1167609600000,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,Q2,-0.2816560870069407,1175385600000,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,Q3,-0.223930033680403,1183248000000,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,Q1,-0.27649878945599027,1199145600000,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,Q2,-0.31004046942831265,1207008000000,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,Q3,-0.25836301067557443,1214870400000,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,Q4,-0.214605325435653,1222819200000,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,Q1,-0.44689599315486667,1230768000000,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,Q2,-0.26110754980768125,1238544000000,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,Q3,-0.23166752366729204,1246406400000,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,Q4,-0.2061224835718985,1254355200000,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,Q1,-0.38577584605818294,1262304000000,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,Q2,-0.264126820575527,1270080000000,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,Q3,-0.2843185816801489,1277942400000,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,Q4,-0.19129529686255534,1285891200000,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,Q1,-0.08963307991855503,1293840000000,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,Q2,-0.24370803169775146,1301616000000,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,Q3,-0.24363278895537044,1309478400000,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,Q4,-0.235168627337538,1317427200000,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
