State,mean_ndvi,mean_precip,Year
DERP,0.1916297923700904,68.71115853658536,1993
DESH,0.2264774136690599,71.84078431372549,1993
DESL,0.2048834780588311,79.16208333333333,1993
DESN,0.172022933951824,64.3437619047619,1993
DEST,0.1622142586014281,53.50767441860465,1993
DETH,0.2123874769534268,61.6546505376344,1993
DEBB,0.1921614039942777,58.05830845771144,1994
DEBE,0.1847212529477667,58.84166666666667,1994
DEBW,0.2196282838625353,86.0281338028169,1994
DEBY,0.226283072411899,77.93474941724942,1994
DEHB,0.2582572094556193,73.8775,1994
DEHE,0.2618635342836296,70.54029761904762,1994
DEHH,0.2714242002783761,79.83333333333333,1994
DEMV,0.1937863754981347,59.71046474358975,1994
DENI,0.2493534480109611,76.22755663430421,1994
DENW,0.2557145731131536,82.93672297297297,1994
DERP,0.2731781954900542,66.03869918699188,1994
DESH,0.2639091826875351,78.7704656862745,1994
DESL,0.2493542219060611,75.39999999999999,1994
DESN,0.2026801973176215,65.22064285714285,1994
DEST,0.2025009795807478,59.56281007751938,1994
DETH,0.2163578884264737,65.30505376344085,1994
DEBB,0.2184078088139164,51.26330845771144,1995
DEBE,0.1162294278380806,51.86833333333333,1995
DEBW,0.1924936838512323,93.79656103286383,1995
DEBY,0.1854390403888573,89.5450641025641,1995
DEHB,0.2127160826008689,64.065,1995
DEHE,0.2688639969957673,69.69444444444444,1995
DEHH,0.2093249754503832,62.76083333333333,1995
DEMV,0.291264630558204,50.935592948717954,1995
DENI,0.2643597441730017,63.7525,1995
DENW,0.2568476440558455,72.1938063063063,1995
DERP,0.2701265664085582,74.05162601626017,1995
DESH,0.2442864290165543,60.83700980392157,1995
DESL,0.2622543556882301,86.34875,1995
DESN,0.2015468123254661,72.70030952380952,1995
DEST,0.289356162024477,47.626996124031,1995
DETH,0.2657978272269813,65.86970430107526,1995
DEBB,0.1643281631879423,39.88655472636816,1996
DEBE,0.1365068714770214,40.27583333333333,1996
DEBW,0.1703401439476093,72.55663145539906,1996
DEBY,0.1788105336874084,70.07502913752914,1996
DEHB,0.0531804519601565,43.22333333333333,1996
DEHE,0.1840519318344494,55.74988095238095,1996
DEHH,0.1449842354523704,45.0675,1996
DEMV,0.1615979992364821,40.7675641025641,1996
DENI,0.1435164515594418,49.41282362459547,1996
DENW,0.1596325004735796,60.45802927927928,1996
DERP,0.1643070827526642,50.94611788617887,1996
DESH,0.155877298322064,45.79473039215687,1996
DESL,0.1741583014671825,57.6275,1996
DESN,0.149061585754013,52.90497619047619,1996
DEST,0.1427216394449398,40.725213178294574,1996
DETH,0.1188474044484887,52.82241935483871,1996
DEBB,0.2074122501582276,42.88354477611941,1997
DEBE,0.1590648924096004,41.41666666666666,1997
DEBW,0.2138417264320903,69.62274647887324,1997
DEBY,0.1912545668674318,67.6343414918415,1997
DEHB,0.1953231366373506,55.528333333333336,1997
DEHE,0.2197542052204308,53.7543253968254,1997
DEHH,0.1894203112213112,59.51,1997
DEMV,0.2449758688000763,43.57959935897436,1997
DENI,0.2348189548286966,57.411262135922335,1997
DENW,0.2190252288171684,64.10593468468468,1997
DERP,0.2253434704799115,59.83028455284553,1997
DESH,0.273611680825768,60.33448529411765,1997
DESL,0.2572727309997979,70.94916666666667,1997
DESN,0.2029995824291557,54.05790476190476,1997
DEST,0.2131071423358613,43.83089147286822,1997
DETH,0.2005227896596041,51.95010752688172,1997
DEBB,0.2425433766458411,53.23800995024876,1998
DEBE,0.1870939902080642,52.86083333333334,1998
DEBW,0.2035259532524265,81.2231807511737,1998
DEBY,0.1943620194577869,81.94788461538462,1998
DEHB,0.1801207917883188,81.79333333333334,1998
DEHE,0.2409678695520759,74.50311507936507,1998
DEHH,0.1879814834343381,86.73333333333333,1998
DEMV,0.2433578649596482,62.84684294871795,1998
DENI,0.1825722039718058,82.86228964401295,1998
DENW,0.1758680133129934,92.83504504504504,1998
DERP,0.2419051004796495,70.26514227642276,1998
DESH,0.1763761475552615,85.9973774509804,1998
DESL,0.2040582110166082,78.26520833333333,1998
DESN,0.2671446427798616,64.9762380952381,1998
DEST,0.1927021105772351,52.32482558139535,1998
DETH,0.2170097300126176,64.40876344086021,1998
DEBB,0.1731713959940611,42.6861815920398,1999
DEBE,0.1333142310048869,40.81666666666667,1999
DEBW,0.1825247437900168,94.3080516431925,1999
DEBY,0.2009476599626443,85.33068181818183,1999
DEHB,0.2583192405046297,55.89416666666667,1999
DEHE,0.2068427312617357,64.84896825396825,1999
DEHH,0.2330240690597913,61.4625,1999
DEMV,0.2579183340365931,52.05871794871795,1999
DENI,0.2441519531215039,61.311545307443374,1999
DENW,0.194468526632722,76.09056306306306,1999
DERP,0.1995308067064123,67.68439024390244,1999
DESH,0.3019031096259125,69.20338235294118,1999
DESL,0.2235366398449289,79.23583333333333,1999
DESN,0.1757518478353281,56.98464285714286,1999
DEST,0.2178158263910054,44.05075581395349,1999
DETH,0.2673431718827816,58.9066129032258,1999
DEBB,0.2079472758342705,44.84018656716418,2000
DEBE,0.1682065012897164,48.017500000000005,2000
DEBW,0.2490832311361736,81.19949530516432,2000
DEBY,0.2134658213948813,81.60051864801865,2000
DEHB,0.2999491443287504,63.2425,2000
DEHE,0.2832746138013387,67.34632936507937,2000
DEHH,0.2457392733429811,59.93083333333333,2000
DEMV,0.2434846393628497,49.58717948717949,2000
DENI,0.3000933684333023,61.90167475728156,2000
DENW,0.3039496853634246,77.29689189189189,2000
DERP,0.2620815441069922,79.00260162601626,2000
DESH,0.2746861477822153,58.05333333333333,2000
DESL,0.3134312715964095,92.06291666666664,2000
DESN,0.2043612761351552,58.13969047619048,2000
DEST,0.238419631774249,44.67141472868217,2000
DETH,0.2357850083739095,55.97344086021505,2000
DEBB,0.1544678225641763,51.91980099502487,2001
DEBE,0.1840827332346812,54.2,2001
DEBW,0.2238596551835429,95.95579812206572,2001
DEBY,0.2048524469198253,90.05325757575758,2001
DEHB,0.2808692757046958,81.86333333333333,2001
DEHE,0.2684840822204649,71.00172619047619,2001
DEHH,0.2507906828635438,81.85333333333334,2001
DEMV,0.2342898542406013,55.74253205128205,2001
DENI,0.2985725462452504,76.72834142394822,2001
DENW,0.267554645707982,83.06588963963964,2001
DERP,0.2711076752738979,76.82689024390244,2001
DESH,0.268183063467827,74.09622549019608,2001
DESL,0.2813735331000975,90.06020833333334,2001
DESN,0.1600310046168313,67.17869047619047,2001
DEST,0.2532616648376342,53.27201550387597,2001
DETH,0.1890274298729145,63.26056451612903,2001
DEBB,0.2265320085687148,60.711890547263685,2002
DEBE,0.2061837045766664,61.215,2002
DEBW,0.1578844375436978,98.98960093896711,2002
DEBY,0.1187397182756969,99.51817016317015,2002
DEHB,0.2416413276109874,86.89916666666666,2002
DEHE,0.1708984825248446,80.30347222222221,2002
DEHH,0.1625364110479883,91.43083333333334,2002
DEMV,0.2111769796432337,61.24887820512821,2002
DENI,0.1841854045882845,83.0332362459547,2002
DENW,0.1938699792482586,88.86981981981981,2002
DERP,0.1460711465621806,77.4615650406504,2002
DESH,0.2371530543575116,84.99438725490195,2002
DESL,0.1156921171401876,86.20833333333333,2002
DESN,0.2206985023115369,74.98030952380952,2002
DEST,0.1700155409270866,62.63174418604651,2002
DETH,0.1726900988457799,73.15112903225807,2002
DEBB,0.2478255353196221,33.73597014925373,2003
DEBE,0.2138592436012168,35.325833333333335,2003
DEBW,0.2568258692515777,57.52778169014084,2003
DEBY,0.2353943529342234,55.86094405594406,2003
DEHB,0.242670457153105,51.61666666666667,2003
DEHE,0.2506067925476531,46.98839285714286,2003
DEHH,0.2081906195926883,51.32,2003
DEMV,0.2648696490619837,38.18108974358975,2003
DENI,0.2648361570687856,51.7306715210356,2003
DENW,0.2657242853334128,62.70881756756757,2003
DERP,0.2843656218802186,49.8380487804878,2003
DESH,0.2453793955656267,52.01573529411764,2003
DESL,0.3002671821363636,53.954375,2003
DESN,0.2212362874100672,39.13954761904762,2003
DEST,0.2286825421074204,35.33961240310078,2003
DETH,0.1366658435541221,42.64034946236559,2003
DEBB,0.2209270656895055,48.280261194029855,2004
DEBE,0.1910979928036973,49.0575,2004
DEBW,0.245763867219477,74.60647887323944,2004
DEBY,0.2140062646241109,73.45041958041958,2004
DEHB,0.173693001554658,72.41666666666667,2004
DEHE,0.2305014638022849,63.03970238095238,2004
DEHH,0.1728712719275934,73.38833333333334,2004
DEMV,0.1841900818618955,52.87211538461538,2004
DENI,0.1965953131363659,69.02700647249192,2004
DENW,0.2019847458892156,78.74796171171171,2004
DERP,0.1771173180645319,60.51719512195122,2004
DESH,0.1958656509314112,72.60867647058824,2004
DESL,0.2602725768198115,68.535,2004
DESN,0.2118087980621155,63.53645238095238,2004
DEST,0.2336442664223444,47.66860465116279,2004
DETH,0.2171998567259941,58.32860215053764,2004
DEBB,0.2142775232235921,51.00169154228856,2005
DEBE,0.1698742088486174,54.04,2005
DEBW,0.2103342910485551,73.34537558685446,2005
DEBY,0.2336231908909121,76.83157342657343,2005
DEHB,0.2478699925154005,66.70666666666666,2005
DEHE,0.2173795793030046,59.37083333333334,2005
DEHH,0.271538800366401,63.62083333333334,2005
DEMV,0.2090489470065562,49.429407051282055,2005
DENI,0.2781346111004945,62.16173139158576,2005
DENW,0.2722395900203255,72.26077702702703,2005
DERP,0.2421094189810134,55.005223577235775,2005
DESH,0.2519363749733938,60.66365196078432,2005
DESL,0.2826451155665455,57.46083333333333,2005
DESN,0.2213697966806536,61.9347619047619,2005
DEST,0.2043508172939813,47.62025193798449,2005
DETH,0.2268988265701653,54.340403225806455,2005
DEBB,0.2165494577156348,38.08141791044776,2006
DEBE,0.1653749616664769,42.156666666666666,2006
DEBW,0.2113202795841008,79.66028169014085,2006
DEBY,0.2140421595617092,73.10272727272728,2006
DEHB,0.2307570619876352,58.439166666666665,2006
DEHE,0.2564085732667009,60.39619047619048,2006
DEHH,0.1432316710530552,63.245000000000005,2006
DEMV,0.2328597357003838,48.02658653846154,2006
DENI,0.2318065699657322,56.89835760517799,2006
DENW,0.2188084297706177,68.83882882882882,2006
DERP,0.2525857728863391,61.15727642276423,2006
DESH,0.2599846197756296,64.66845588235294,2006
DESL,0.2503383736214705,71.39604166666666,2006
DESN,0.2073136384322255,52.44138095238095,2006
DEST,0.2131393438254765,39.18705426356589,2006
DETH,0.2031524433777403,54.249543010752696,2006
DEBB,0.2484489854535057,64.70853233830846,2007
DEBE,0.1582613440703341,72.21416666666666,2007
DEBW,0.2360466112824826,84.64434272300468,2007
DEBY,0.2504881876467166,86.25767482517483,2007
DEHB,0.1961602773900177,79.43583333333333,2007
DEHE,0.26822751618682,76.77869047619048,2007
DEHH,0.1666652946557793,91.80833333333334,2007
DEMV,0.2608189708737693,66.87951923076923,2007
DENI,0.248201008082897,82.87356796116505,2007
DENW,0.2497911227924459,92.09207207207209,2007
DERP,0.2380754311227055,67.46371951219513,2007
DESH,0.2242422475002909,80.99549019607844,2007
DESL,0.2413209994837404,79.46895833333333,2007
DESN,0.2440825756345673,68.0455238095238,2007
DEST,0.2637594692609715,65.19616279069767,2007
DETH,0.2580648888433712,73.1381182795699,2007
DEBB,0.2791965641504808,50.64287313432836,2008
DEBE,0.2427434623570638,50.7425,2008
DEBW,0.2405324113909238,75.85117370892019,2008
DEBY,0.2480671881142219,70.97393939393939,2008
DEHB,0.2595522462550134,61.333333333333336,2008
DEHE,0.2924231803067751,57.08488095238095,2008
DEHH,0.2533838794110407,67.89583333333333,2008
DEMV,0.2406188044025204,50.17336538461539,2008
DENI,0.2849512461863797,64.83336569579288,2008
DENW,0.2687896049440967,69.06171171171171,2008
DERP,0.2956592891768763,60.87361788617886,2008
DESH,0.2935601963207009,68.71303921568627,2008
DESL,0.3168441396833644,71.42354166666667,2008
DESN,0.2063601117734234,59.44311904761905,2008
DEST,0.2910906790985301,47.4665503875969,2008
DETH,0.3185650051866276,52.34295698924732,2008
DEBB,0.2224482755140933,50.35640547263682,2009
DEBE,0.1974902635049138,50.075,2009
DEBW,0.2090852441239023,77.88152582159624,2009
DEBY,0.2033930919297126,77.43504079254079,2009
DEHB,0.235125324784707,59.23916666666667,2009
DEHE,0.2205878807858115,64.49188492063492,2009
DEHH,0.1998345485577766,63.5325,2009
DEMV,0.1962978573629062,47.931730769230775,2009
DENI,0.2366800811609258,61.1730501618123,2009
DENW,0.1810055882591472,70.68023648648649,2009
DERP,0.2414963086976429,64.29819105691057,2009
DESH,0.2411312901851887,63.11338235294117,2009
DESL,0.2460494571184381,71.36958333333334,2009
DESN,0.2362097780501522,63.91321428571428,2009
DEST,0.2334084103488913,51.36687984496124,2009
DETH,0.2262099879507423,63.73360215053764,2009
DEBB,0.1844973340026049,62.777723880597016,2010
DEBE,0.1448980213519344,54.41583333333333,2010
DEBW,0.1944316968902801,81.86476525821597,2010
DEBY,0.1963309735681588,81.37115967365968,2010
DEHB,0.2301447111570302,60.57416666666666,2010
DEHE,0.2760407746607423,65.03513888888888,2010
DEHH,0.2162934910804964,70.01583333333333,2010
DEMV,0.2555261798405359,60.30663461538461,2010
DENI,0.2805335014259494,63.85065533980583,2010
DENW,0.254158987891827,70.99722972972972,2010
DERP,0.2256879702245383,66.36140243902439,2010
DESH,0.2822553287002469,70.67360294117647,2010
DESL,0.2064619273779478,79.29145833333332,2010
DESN,0.1940020830372999,80.9092142857143,2010
DEST,0.2126979586788064,62.02726744186047,2010
DETH,0.2470666749311805,67.11338709677419,2010
DEBB,0.2259949886032007,54.20972636815921,2011
DEBE,0.1912666180824636,56.52,2011
DEBW,0.2435891363783858,66.24786384976525,2011
DEBY,0.2374118855021802,69.69438811188812,2011
DEHB,0.1978366344641736,62.40166666666667,2011
DEHE,0.2265734318903878,52.640277777777776,2011
DEHH,0.229073705683034,67.35666666666667,2011
DEMV,0.2184336308892835,60.496650641025646,2011
DENI,0.234801577018303,57.6828074433657,2011
DENW,0.2318718886401287,62.01085585585586,2011
DERP,0.2220786832256118,51.18022357723577,2011
DESH,0.252026766004981,72.05916666666667,2011
DESL,0.2467086542863185,59.04479166666667,2011
DESN,0.2277188669671823,57.26585714285714,2011
DEST,0.2226512792905794,43.3256007751938,2011
DETH,0.2198090986267981,47.67284946236559,2011
DEBB,0.2527470237470792,49.4401368159204,2012
DEBE,0.2107183007968716,50.818333333333335,2012
DEBW,0.2411295577540994,81.98631455399061,2012
DEBY,0.2322196486900424,76.60180652680653,2012
DEHB,0.2158914043066074,56.25,2012
DEHE,0.2630742854074299,61.29986111111111,2012
DEHH,0.2169750375956531,61.126666666666665,2012
DEMV,0.2454038807905571,45.46410256410256,2012
DENI,0.2558437780313563,58.72242718446602,2012
DENW,0.2645057505715178,68.40736486486486,2012
DERP,0.2706982743461421,63.06461382113822,2012
DESH,0.2791501960786421,68.13303921568627,2012
DESL,0.2512872601074955,71.64729166666667,2012
DESN,0.2584592732841203,62.32,2012
DEST,0.2479653418177034,44.90151162790698,2012
DETH,0.2495775432190164,55.440107526881725,2012
DEBB,0.2153909776243522,51.93460199004975,2013
DEBE,0.1388257808009101,51.90416666666667,2013
DEBW,0.2206221064802763,82.39018779342723,2013
DEBY,0.2160762057935909,77.35845571095571,2013
DEHB,0.2029567943793253,60.501666666666665,2013
DEHE,0.3148639138304437,63.60809523809524,2013
DEHH,0.1599119741728828,64.1825,2013
DEMV,0.2589264771435698,51.30116987179487,2013
DENI,0.2394305527109074,58.54410194174757,2013
DENW,0.2673222496033618,60.25082207207208,2013
DERP,0.3227032627168381,66.19022357723577,2013
DESH,0.2470339531657689,63.7040931372549,2013
DESL,0.3361069858584715,82.22604166666666,2013
DESN,0.2041602968242324,66.94178571428571,2013
DEST,0.2599438645917323,53.04244186046512,2013
DETH,0.2375045435066032,61.76873655913979,2013
DEBB,0.2612936601201083,44.34266169154229,2014
DEBE,0.2058761279750176,41.5725,2014
DEBW,0.2851307943327305,72.69766431924883,2014
DEBY,0.2512469456089776,67.81985431235431,2014
DEHB,0.1937812158074378,57.95583333333334,2014
DEHE,0.3058625134587714,60.87371031746032,2014
DEHH,0.2296088891706746,61.0,2014
DEMV,0.2838517987999703,51.35083333333333,2014
DENI,0.2774620554214825,57.71180420711973,2014
DENW,0.2321179025871854,68.88484234234234,2014
DERP,0.2615296179321422,61.63585365853658,2014
DESH,0.2911294184039918,68.25490196078431,2014
DESL,0.2509160501378221,67.84833333333333,2014
DESN,0.2478647645322833,51.37061904761904,2014
DEST,0.2826338476307618,45.275368217054265,2014
DETH,0.2737375018717685,53.85682795698925,2014
DEBB,0.3058578635502871,45.96167910447762,2015
DEBE,0.1740466610033474,45.024166666666666,2015
DEBW,0.2695012980957968,61.00349765258216,2015
DEBY,0.2505622002952168,61.4950407925408,2015
DEHB,0.2654478604101859,69.16416666666667,2015
DEHE,0.3187870666741878,50.54113095238095,2015
DEHH,0.2454087157499825,70.47583333333334,2015
DEMV,0.2728145642337267,51.07633012820513,2015
DENI,0.2665965365573681,66.98498381877023,2015
DENW,0.2708225504540567,69.9604054054054,2015
DERP,0.2968442060405167,50.29926829268293,2015
DESH,0.3065450306911946,75.12894607843137,2015
DESL,0.2942743659913802,54.45458333333334,2015
DESN,0.2433068361974292,53.57957142857144,2015
DEST,0.2571788987566794,46.49676356589148,2015
DETH,0.3160861552673572,46.68728494623655,2015
DEBB,0.2603440749743096,43.33463930348259,2016
DEBE,0.1944677917407495,40.82333333333333,2016
DEBW,0.2764859562755964,79.81058685446008,2016
DEBY,0.2629493958331115,76.087331002331,2016
DEHB,0.2204340705708523,51.219166666666666,2016
DEHE,0.2853115362225462,56.22311507936508,2016
DEHH,0.2394419778251942,61.28083333333333,2016
DEMV,0.2543215513369509,43.557403846153846,2016
DENI,0.2739617691343645,55.03523462783172,2016
DENW,0.2490157219874954,64.06957207207208,2016
DERP,0.2293884906982799,63.01493902439024,2016
DESH,0.2851709802175133,62.05955882352941,2016
DESL,0.2649461846847867,74.251875,2016
DESN,0.2648602536414519,59.78704761904762,2016
DEST,0.2626361698137278,39.71110465116279,2016
DETH,0.2553354156272523,50.73459677419355,2016
DEBB,0.2801096803193271,60.74064676616916,2017
DEBE,0.2409714197061681,66.78583333333333,2017
DEBW,0.2614613426319799,79.2532042253521,2017
DEBY,0.2671056342853908,80.15952214452214,2017
DEHB,0.207433772348701,73.50083333333333,2017
DEHE,0.2698312040638648,68.98234126984127,2017
DEHH,0.1765882227701103,82.20083333333334,2017
DEMV,0.2790803131006171,67.67458333333333,2017
DENI,0.2694605956151074,75.2599352750809,2017
DENW,0.2580759722449581,73.13632882882882,2017
DERP,0.2565817614831643,63.18575203252033,2017
DESH,0.2534524494803949,83.27463235294118,2017
DESL,0.2608049151689371,73.82062499999999,2017
DESN,0.2973421607041553,62.6527619047619,2017
DEST,0.25796603059921,52.53003875968992,2017
DETH,0.2737699199659636,63.48690860215054,2017
DEBB,0.2444325208926178,32.65973880597015,2018
DEBE,0.2067307067243675,33.625,2018
DEBW,0.2305104462950789,63.17325117370892,2018
DEBY,0.2179710419050106,61.98614219114219,2018
DEHB,0.2472458352998685,42.26166666666666,2018
DEHE,0.2343783029802844,46.23083333333334,2018
DEHH,0.230083960279072,46.2825,2018
DEMV,0.1897881986371088,35.83434294871795,2018
DENI,0.2679458096487478,42.94686084142395,2018
DENW,0.2549425645979035,51.14235360360361,2018
DERP,0.2302421581409905,54.1224593495935,2018
DESH,0.261325125170141,48.04198529411765,2018
DESL,0.2305023137782026,69.79166666666667,2018
DESN,0.250334640770445,38.691857142857145,2018
DEST,0.2344870821302436,28.43091085271318,2018
DETH,0.2510056461603598,40.05763440860216,2018
DEBB,0.2528297264752698,41.74092039800995,2019
DEBE,0.1983352501231055,44.47416666666667,2019
DEBW,0.2537603486627394,76.98911971830985,2019
DEBY,0.2579403807413036,70.23183566433566,2019
DEHB,0.2913019089515107,60.83583333333333,2019
DEHE,0.2670218572891784,58.797718253968256,2019
DEHH,0.2377897256256277,64.19,2019
DEMV,0.2627599333274939,48.18525641025641,2019
DENI,0.2814054216407844,59.60808252427184,2019
DENW,0.2647956289530338,67.19626126126126,2019
DERP,0.2654847221000183,61.409288617886176,2019
DESH,0.3067666266545749,68.33387254901962,2019
DESL,0.2652387975912506,74.76229166666667,2019
DESN,0.2483580564278086,49.36795238095238,2019
DEST,0.2437932420103912,39.55358527131784,2019
DETH,0.2527116786889131,49.302741935483866,2019
DEBB,0.2611404851893665,41.8953855721393,2020
DEBE,0.1997976994092039,41.24166666666667,2020
DEBW,0.2635772566686372,67.11038732394367,2020
DEBY,0.2628669817630665,69.8760780885781,2020
DEHB,0.2344444851965112,53.0925,2020
DEHE,0.2645197164457007,53.43517857142857,2020
DEHH,0.2046236856762012,57.615,2020
DEMV,0.2690184831822351,46.73011217948718,2020
DENI,0.2738086501104256,57.38181229773463,2020
DENW,0.2636469374692046,61.14274774774775,2020
DERP,0.2678942085632679,55.38963414634146,2020
DESH,0.2664219608535936,64.08291666666668,2020
DESL,0.2834922777752579,70.49520833333334,2020
DESN,0.2737755890425742,51.67709523809524,2020
DEST,0.2630395465763043,40.54792635658914,2020
DETH,0.2916768624266221,51.90857526881721,2020
